id_transacao;data_transacao;cpf_aluno;nome_aluno;plano_adquirido;cep_cobranca;valor_brl
TX-50830;25/10/2024;05802566264;Aluno_Tech_931;Básico;90010150;49,90
TX-50831;04/05/2024;208.283.230-97;Aluno_Tech_1774;Anual;01001000;899,00
TX-50832;2024-09-06;753.585.238-63;Aluno_Tech_1913;Básico;20031050;49,90
TX-50833;05/10/2024;84253042880;Aluno_Tech_911;Básico;69010000;49,90
TX-50834;10/09/2024;10680177086;Aluno_Tech_2445;Básico;04538133;49,90
TX-50835;2024-11-03;786.103.579-45;Aluno_Tech_387;Premium;50010000;99,90
TX-50836;2024-12-27;647.868.623-04;Aluno_Tech_2352;Premium;69010000;99,90
TX-50837;2024-12-06;964.825.311-05;Aluno_Tech_1126;Anual;04538133;899,00
TX-50838;2024-05-20;08255598987;Aluno_Tech_1047;Básico;70040010;49,90
TX-50839;2024-10-09;13768151174;Aluno_Tech_938;Premium;60060440;99,90
TX-50840;01/03/2024;69608437660;Aluno_Tech_1653;Básico;80010010;49,90
TX-50841;2024-09-20;35956164212;Aluno_Tech_1243;Premium;80010010;99,90
TX-50842;16/12/2024;65610143837;Aluno_Tech_283;Premium;04538133;99,90
TX-50843;08/06/2024;451.436.728-13;Aluno_Tech_2299;Premium;60060440;99,90
TX-50844;10/02/2024;65975954592;Aluno_Tech_1679;Premium;90010150;99,90
TX-50845;2024-12-29;27873048691;Aluno_Tech_2286;Premium;01001000;99,90
TX-50846;03/06/2024;03930870509;Aluno_Tech_355;Anual;80010010;899,00
TX-50847;03/03/2024;164.535.218-81;Aluno_Tech_148;Básico;04538133;49,90
TX-50848;27/11/2024;868.793.741-58;Aluno_Tech_374;;70040010;49,90
TX-50849;23/07/2024;08297374807;Aluno_Tech_770;Básico;;49,90
TX-50850;02/09/2024;565.033.349-15;Aluno_Tech_761;Premium;01001000;99,90
TX-50851;16/06/2024;708.580.623-05;Aluno_Tech_1868;Básico;90010150;49,90
TX-50852;2024-02-23;149.150.762-45;Aluno_Tech_1838;Básico;50010000;49,90
TX-50853;24/10/2024;192.622.132-04;Aluno_Tech_2230;Anual;69010000;899,00
TX-50854;2024-02-06;868.793.741-58;Aluno_Tech_374;Básico;90010150;49,90
TX-50855;2024-08-26;718.249.898-73;Aluno_Tech_1979;Anual;70040010;899,00
TX-50856;2024-02-19;571.921.496-83;Aluno_Tech_2885;Básico;80010010;49,90
TX-50857;2024-12-31;929.983.358-37;Aluno_Tech_2550;Básico;50010000;49,90
TX-50858;2024-11-16;400.178.822-57;Aluno_Tech_2047;Anual;70040010;899,00
TX-50859;28/09/2024;054.156.676-87;Aluno_Tech_179;Básico;69010000;49,90
TX-50860;2024-01-07;189.141.173-08;Aluno_Tech_412;Básico;60060440;49,90
TX-50861;2024-01-27;39690784404;Aluno_Tech_197;Básico;20031050;49,90
TX-50862;10/11/2024;464.196.234-05;Aluno_Tech_2229;Básico;04538133;49,90
TX-50863;2024-10-15;204.410.079-70;Aluno_Tech_2330;Básico;50010000;49,90
TX-50864;2024-11-01;025.213.109-64;Aluno_Tech_1082;Básico;70040010;49,90
TX-50865;13/02/2024;38922247142;Aluno_Tech_2488;Premium;80010010;99,90
TX-50866;01/06/2024;27523343899;Aluno_Tech_1128;Básico;50010000;49,90
TX-50867;26/09/2024;01635640784;Aluno_Tech_2045;Anual;69010000;899,00
TX-50868;2024-11-17;497.852.491-15;Aluno_Tech_1641;Anual;30140071;899,00
TX-50869;16/02/2024;055.286.693-83;Aluno_Tech_2303;Básico;69010000;49,90
TX-50870;2024-01-17;647.525.534-30;Aluno_Tech_7;Anual;20031050;899,00
TX-50871;18/08/2024;828.073.741-31;Aluno_Tech_279;Básico;60060440;49,90
TX-50872;19/04/2024;341.108.099-08;Aluno_Tech_468;Anual;20031050;899,00
TX-50873;2024-03-03;226.992.066-01;Aluno_Tech_2548;Premium;90010150;99,90
TX-50874;2024-06-07;950.016.809-05;Aluno_Tech_1837;Básico;04538133;49,90
TX-50875;06/05/2024;75575225089;Aluno_Tech_1467;Premium;01001000;99,90
TX-50876;31/01/2024;29430003704;Aluno_Tech_2829;Básico;01001000;49,90
TX-50877;22/09/2024;607.201.489-52;Aluno_Tech_2749;Premium;30140071;99,90
TX-50878;2024-02-02;608.805.017-90;Aluno_Tech_1148;Premium;04538133;99,90
TX-50879;18/06/2024;650.948.014-06;Aluno_Tech_553;Premium;69010000;99,90
TX-50880;16/11/2024;046.337.861-05;Aluno_Tech_1120;Básico;90010150;49,90
TX-50881;2024-02-04;21021798266;Aluno_Tech_1851;Premium;60060440;99,90
TX-50882;2024-10-21;334.864.970-65;Aluno_Tech_2681;Básico;50010000;49,90
TX-50883;2024-01-07;051.102.125-97;Aluno_Tech_2396;Anual;60060440;899,00
TX-50884;08/05/2024;207.066.901-76;Aluno_Tech_2679;Premium;20031050;99,90
TX-50885;2024-08-26;314.986.430-51;Aluno_Tech_488;Premium;69010000;99,90
TX-50886;2024-12-13;41613944977;Aluno_Tech_1354;Premium;60060440;99,90
TX-50887;23/03/2024;688.658.348-46;Aluno_Tech_2922;Básico;01001000;49,90
TX-50888;08/09/2024;432.630.397-25;Aluno_Tech_955;Premium;01001000;99,90
TX-50889;08/03/2024;704.774.349-91;Aluno_Tech_372;Básico;20031050;49,90
TX-50890;05/08/2024;14035263540;Aluno_Tech_1502;Básico;80010010;49,90
TX-50891;2024-05-01;59748768066;Aluno_Tech_2611;Premium;80010010;99,90
TX-50892;24/08/2024;031.392.804-59;Aluno_Tech_2814;Básico;70040010;49,90
TX-50893;29/04/2024;772.934.301-08;Aluno_Tech_610;Básico;50010000;49,90
TX-50894;15/02/2024;803.586.901-96;Aluno_Tech_2207;Premium;50010000;99,90
TX-50895;2024-04-23;750.094.214-10;Aluno_Tech_1882;Premium;80010010;99,90
TX-50896;2024-07-14;288.431.884-45;Aluno_Tech_846;Básico;70040010;49,90
TX-50897;2024-06-01;24728289508;Aluno_Tech_2046;Premium;01001000;99,90
TX-50898;2024-09-10;345.506.882-03;Aluno_Tech_1816;Premium;01001000;99,90
TX-50899;2024-03-04;624.186.236-70;Aluno_Tech_1086;Básico;90010150;49,90
TX-50900;09/01/2024;308.370.816-53;Aluno_Tech_944;Premium;90010150;99,90
TX-50901;19/06/2024;752.047.116-00;Aluno_Tech_80;Anual;70040010;899,00
TX-50902;06/08/2024;749.979.905-07;Aluno_Tech_2987;Básico;90010150;49,90
TX-50903;03/08/2024;373.678.508-90;Aluno_Tech_384;Premium;50010000;99,90
TX-50904;2024-06-18;793.355.486-50;Aluno_Tech_705;Básico;70040010;49,90
TX-50905;2024-03-01;890.972.832-99;Aluno_Tech_1027;Básico;70040010;49,90
TX-50906;05/10/2024;691.053.021-70;Aluno_Tech_2417;;69010000;99,90
TX-50907;27/10/2024;59930202021;Aluno_Tech_2099;Básico;90010150;49,90
TX-50908;29/11/2024;686.272.884-96;Aluno_Tech_2430;Premium;50010000;99,90
TX-50909;2024-06-30;854.982.274-42;Aluno_Tech_899;Premium;90010150;99,90
TX-50910;18/01/2024;79808932479;Aluno_Tech_172;Anual;01001000;899,00
TX-50911;28/05/2024;29212779999;Aluno_Tech_150;Premium;20031050;99,90
TX-50912;2024-01-03;59009921794;Aluno_Tech_2302;Premium;60060440;99,90
TX-50913;18/05/2024;345.506.882-03;Aluno_Tech_1816;Anual;04538133;899,00
TX-50914;2024-01-08;01279611430;Aluno_Tech_494;Básico;30140071;49,90
TX-50915;2024-03-01;266.559.147-28;Aluno_Tech_2738;Premium;70040010;99,90
TX-50916;08/11/2024;454.470.823-07;Aluno_Tech_2587;Básico;90010150;49,90
TX-50917;2024-08-23;01849804290;Aluno_Tech_1626;Premium;69010000;99,90
TX-50918;2024-04-30;285.011.688-23;Aluno_Tech_1514;Básico;70040010;49,90
TX-50919;2024-10-08;71594973415;Aluno_Tech_2282;Básico;80010010;49,90
TX-50920;2024-04-07;94562557788;Aluno_Tech_630;Premium;30140071;99,90
TX-50921;25/01/2024;719.838.638-58;Aluno_Tech_441;Básico;;49,90
TX-50922;2024-01-17;253.244.720-69;Aluno_Tech_347;Premium;69010000;99,90
TX-50923;30/07/2024;378.765.530-10;Aluno_Tech_1725;Anual;50010000;899,00
TX-50924;2024-09-12;851.732.895-70;Aluno_Tech_2571;Básico;69010000;49,90
TX-50925;2024-12-16;303.995.167-00;Aluno_Tech_2943;Premium;04538133;99,90
TX-50926;2024-05-19;174.564.240-47;Aluno_Tech_528;Básico;60060440;49,90
TX-50927;27/08/2024;551.437.769-53;Aluno_Tech_1692;Básico;01001000;49,90
TX-50928;16/01/2024;474.689.715-87;Aluno_Tech_964;Básico;04538133;49,90
TX-50929;2024-01-08;22311649140;Aluno_Tech_1436;Básico;69010000;49,90
TX-50930;30/03/2024;81703211901;Aluno_Tech_1845;Básico;70040010;49,90
TX-50931;30/12/2024;936.763.201-07;Aluno_Tech_52;Básico;30140071;49,90
TX-50932;2024-01-03;113.062.113-87;Aluno_Tech_1509;Premium;50010000;99,90
TX-50933;14/11/2024;292.864.330-34;Aluno_Tech_2702;Premium;01001000;99,90
TX-50934;2024-08-28;61583882111;Aluno_Tech_2144;Premium;30140071;99,90
TX-50935;2024-11-02;438.130.004-19;Aluno_Tech_1607;Básico;30140071;49,90
TX-50936;04/09/2024;954.787.698-86;Aluno_Tech_1634;Básico;01001000;49,90
TX-50937;01/03/2024;59067396370;Aluno_Tech_2516;Básico;80010010;49,90
TX-50938;14/01/2024;789.969.860-03;Aluno_Tech_1459;Básico;50010000;49,90
TX-50939;06/09/2024;078.327.488-26;Aluno_Tech_1966;Premium;50010000;99,90
TX-50940;2024-05-27;932.998.199-25;Aluno_Tech_1369;Básico;30140071;49,90
TX-50941;2024-01-12;898.484.160-99;Aluno_Tech_1734;Básico;69010000;49,90
TX-50942;2024-06-23;778.487.392-10;Aluno_Tech_545;Básico;90010150;49,90
TX-50943;2024-08-18;411.182.422-62;Aluno_Tech_866;Básico;90010150;49,90
TX-50944;2024-05-25;59042652713;Aluno_Tech_2934;Premium;01001000;99,90
TX-50945;2024-06-27;919.113.599-08;Aluno_Tech_1460;Anual;70040010;899,00
TX-50946;03/08/2024;191.898.664-95;Aluno_Tech_2609;Anual;90010150;899,00
TX-50947;2024-05-12;12590203551;Aluno_Tech_1321;Premium;01001000;99,90
TX-50948;2024-03-02;376.297.454-35;Aluno_Tech_1771;Básico;;49,90
TX-50949;10/04/2024;151.315.285-85;Aluno_Tech_1267;Básico;69010000;49,90
TX-50950;01/02/2024;140.049.388-99;Aluno_Tech_1948;Premium;80010010;99,90
TX-50951;2024-03-22;627.136.111-05;Aluno_Tech_313;Básico;20031050;49,90
TX-50952;2024-05-03;889.592.741-94;Aluno_Tech_2534;Anual;01001000;899,00
TX-50953;2024-05-07;738.363.816-64;Aluno_Tech_1791;Premium;70040010;99,90
TX-50954;2024-10-19;406.409.097-79;Aluno_Tech_111;Básico;04538133;49,90
TX-50955;19/12/2024;50952294630;Aluno_Tech_1925;Básico;69010000;49,90
TX-50956;2024-01-22;24112412754;Aluno_Tech_708;Premium;70040010;99,90
TX-50957;11/02/2024;021.765.918-79;Aluno_Tech_262;Básico;01001000;49,90
TX-50958;23/01/2024;136.462.251-30;Aluno_Tech_567;Premium;69010000;99,90
TX-50959;25/12/2024;766.404.735-85;Aluno_Tech_1277;Premium;69010000;99,90
TX-50960;2024-08-16;082.154.544-29;Aluno_Tech_856;Básico;60060440;49,90
TX-50961;08/01/2024;953.828.040-79;Aluno_Tech_1829;Premium;30140071;99,90
TX-50962;2024-01-03;502.080.214-00;Aluno_Tech_534;Premium;04538133;99,90
TX-50963;2024-05-09;62392090823;Aluno_Tech_2063;Básico;90010150;49,90
TX-50964;16/04/2024;712.198.819-45;Aluno_Tech_1727;Anual;04538133;899,00
TX-50965;20/09/2024;731.791.286-74;Aluno_Tech_912;Premium;70040010;99,90
TX-50966;13/06/2024;23212983329;Aluno_Tech_959;Básico;90010150;49,90
TX-50967;06/08/2024;620.303.662-50;Aluno_Tech_1069;Básico;01001000;49,90
TX-50968;2024-11-27;180.170.462-78;Aluno_Tech_236;Básico;90010150;49,90
TX-50969;2024-04-06;519.712.847-00;Aluno_Tech_647;Básico;;49,90
TX-50970;2024-06-11;285.031.723-30;Aluno_Tech_1500;Premium;50010000;99,90
TX-50971;2024-05-22;343.524.082-20;Aluno_Tech_78;Básico;69010000;49,90
TX-50972;2024-02-08;607.174.811-90;Aluno_Tech_1612;Básico;70040010;49,90
TX-50973;2024-04-06;983.631.462-85;Aluno_Tech_1159;Premium;30140071;99,90
TX-50974;2024-06-04;727.423.183-99;Aluno_Tech_1270;Básico;30140071;49,90
TX-50975;11/11/2024;271.559.835-19;Aluno_Tech_1465;Premium;;99,90
TX-50976;05/02/2024;299.911.914-37;Aluno_Tech_379;Anual;20031050;899,00
TX-50977;22/09/2024;279.246.320-18;Aluno_Tech_1673;Premium;90010150;99,90
TX-50978;2024-11-17;26804085000;Aluno_Tech_1231;Básico;80010010;49,90
TX-50979;2024-09-24;695.592.277-77;Aluno_Tech_2712;Básico;60060440;49,90
TX-50980;27/08/2024;231.981.898-70;Aluno_Tech_777;Básico;90010150;49,90
TX-50981;2024-05-06;522.872.808-20;Aluno_Tech_255;Básico;90010150;49,90
TX-50982;2024-01-23;65596309940;Aluno_Tech_910;Anual;60060440;899,00
TX-50983;21/10/2024;765.016.767-46;Aluno_Tech_2901;Básico;69010000;49,90
TX-50984;04/05/2024;113.257.970-81;Aluno_Tech_1405;Premium;20031050;99,90
TX-50985;23/10/2024;192.227.051-22;Aluno_Tech_1306;Premium;20031050;99,90
TX-50986;26/03/2024;96942152935;Aluno_Tech_791;Premium;01001000;99,90
TX-50987;18/07/2024;846.684.550-08;Aluno_Tech_843;Premium;70040010;99,90
TX-50988;31/10/2024;217.073.033-80;Aluno_Tech_903;Premium;30140071;99,90
TX-50989;11/04/2024;848.563.711-93;Aluno_Tech_2828;Básico;01001000;49,90
TX-50990;2024-07-18;048.869.320-96;Aluno_Tech_2434;Básico;50010000;49,90
TX-50991;09/12/2024;598.897.865-75;Aluno_Tech_2161;Anual;01001000;899,00
TX-50992;16/12/2024;849.824.741-17;Aluno_Tech_1179;Premium;04538133;99,90
TX-50993;2024-10-21;08782116083;Aluno_Tech_1956;Premium;70040010;99,90
TX-50994;2024-04-07;488.510.272-34;Aluno_Tech_430;Premium;80010010;99,90
TX-50995;2024-06-27;392.886.195-69;Aluno_Tech_555;Básico;30140071;49,90
TX-50996;2024-11-15;60035624396;Aluno_Tech_1417;Básico;70040010;49,90
TX-50997;06/09/2024;832.303.589-02;Aluno_Tech_1445;Básico;60060440;49,90
TX-50998;2024-06-28;087.991.962-04;Aluno_Tech_2114;Básico;70040010;49,90
TX-50999;2024-10-21;637.153.988-41;Aluno_Tech_1157;Básico;90010150;49,90
TX-51000;2024-04-14;234.232.161-90;Aluno_Tech_738;Básico;30140071;49,90
TX-51001;17/11/2024;29439852950;Aluno_Tech_1188;Premium;20031050;99,90
TX-51002;2024-01-20;459.112.382-09;Aluno_Tech_787;Básico;60060440;49,90
TX-51003;05/03/2024;009.438.822-90;Aluno_Tech_1171;Básico;60060440;49,90
TX-51004;2024-12-15;699.938.677-30;Aluno_Tech_82;Básico;01001000;49,90
TX-51005;2024-08-06;849.824.741-17;Aluno_Tech_1179;Básico;70040010;49,90
TX-51006;2024-01-22;169.409.749-89;Aluno_Tech_211;Básico;50010000;49,90
TX-51007;2024-04-15;56053970794;Aluno_Tech_1854;Premium;80010010;99,90
TX-51008;18/02/2024;570.713.984-29;Aluno_Tech_1513;Básico;70040010;49,90
TX-51009;2024-05-23;799.371.240-85;Aluno_Tech_275;Básico;90010150;49,90
TX-51010;2024-09-06;979.797.245-34;Aluno_Tech_2654;Básico;70040010;49,90
TX-51011;19/05/2024;617.647.501-52;Aluno_Tech_1003;Básico;80010010;49,90
TX-51012;2024-05-31;859.317.461-29;Aluno_Tech_118;Premium;50010000;99,90
TX-51013;14/11/2024;21269428993;Aluno_Tech_1792;Básico;04538133;49,90
TX-51014;2024-07-30;538.144.744-22;Aluno_Tech_1029;Básico;90010150;49,90
TX-51015;2024-09-08;881.298.861-03;Aluno_Tech_2678;Básico;01001000;49,90
TX-51016;21/01/2024;975.649.157-49;Aluno_Tech_1934;Anual;50010000;899,00
TX-51017;15/06/2024;249.793.998-51;Aluno_Tech_2746;Anual;30140071;899,00
TX-51018;2024-02-03;074.299.074-58;Aluno_Tech_2251;Básico;04538133;49,90
TX-51019;2024-05-30;93645028250;Aluno_Tech_2947;Premium;20031050;99,90
TX-51020;26/07/2024;43884302183;Aluno_Tech_2527;Anual;04538133;899,00
TX-51021;2024-09-24;915.114.367-43;Aluno_Tech_2721;Premium;60060440;99,90
TX-51022;2024-02-23;01644037360;Aluno_Tech_1849;Básico;20031050;49,90
TX-51023;2024-10-22;159.597.752-04;Aluno_Tech_1529;Premium;90010150;99,90
TX-51024;07/01/2024;431.927.976-06;Aluno_Tech_2246;Premium;30140071;99,90
TX-51025;21/06/2024;910.336.829-77;Aluno_Tech_1114;Premium;69010000;99,90
TX-51026;25/01/2024;425.652.906-32;Aluno_Tech_1438;Anual;04538133;899,00
TX-51027;2024-12-18;338.906.235-14;Aluno_Tech_1992;Básico;20031050;49,90
TX-51028;24/03/2024;914.444.983-63;Aluno_Tech_1636;Premium;50010000;99,90
TX-51029;05/09/2024;447.048.878-04;Aluno_Tech_2213;Premium;30140071;99,90
TX-51030;30/01/2024;96245870194;Aluno_Tech_2538;Premium;50010000;99,90
TX-51031;30/12/2024;08046619604;Aluno_Tech_894;Anual;30140071;899,00
TX-51032;2024-01-08;572.934.172-50;Aluno_Tech_831;Básico;50010000;49,90
TX-51033;27/12/2024;71580290930;Aluno_Tech_1538;Básico;70040010;49,90
TX-51034;08/08/2024;045.990.802-25;Aluno_Tech_1575;Premium;69010000;99,90
TX-51035;2024-07-28;421.524.831-03;Aluno_Tech_2978;Premium;;99,90
TX-51036;16/11/2024;889.778.280-90;Aluno_Tech_758;Anual;50010000;899,00
TX-51037;11/07/2024;105.276.981-05;Aluno_Tech_1883;Básico;30140071;49,90
TX-51038;09/11/2024;324.826.292-33;Aluno_Tech_584;Básico;01001000;49,90
TX-51039;10/11/2024;208.652.377-78;Aluno_Tech_2131;Básico;04538133;49,90
TX-51040;2024-10-09;14865281630;Aluno_Tech_159;Básico;50010000;49,90
TX-51041;2024-02-10;948.543.298-40;Aluno_Tech_2053;Premium;90010150;99,90
TX-51042;2024-08-09;421.891.426-52;Aluno_Tech_2900;Básico;80010010;49,90
TX-51043;2024-10-11;908.811.729-28;Aluno_Tech_485;Premium;80010010;99,90
TX-51044;2024-11-03;21711486590;Aluno_Tech_2988;Anual;80010010;899,00
TX-51045;24/02/2024;01204556172;Aluno_Tech_416;Premium;90010150;99,90
TX-51046;19/03/2024;23009156189;Aluno_Tech_1805;Básico;01001000;49,90
TX-51047;2024-05-10;939.252.362-95;Aluno_Tech_1399;Anual;50010000;899,00
TX-51048;14/10/2024;16417582361;Aluno_Tech_1397;Básico;60060440;49,90
TX-51049;28/02/2024;02933334674;Aluno_Tech_389;Premium;04538133;99,90
TX-51050;2024-11-30;775.140.105-21;Aluno_Tech_287;Básico;90010150;49,90
TX-51051;2024-09-15;098.322.101-43;Aluno_Tech_2021;Premium;90010150;99,90
TX-51052;2024-07-12;42799077226;Aluno_Tech_700;Premium;80010010;99,90
TX-51053;14/10/2024;132.475.469-95;Aluno_Tech_383;Básico;04538133;49,90
TX-51054;2024-01-09;939.290.600-51;Aluno_Tech_697;Básico;69010000;49,90
TX-51055;2024-08-26;81703211901;Aluno_Tech_1845;Básico;80010010;49,90
TX-51056;2024-11-15;74246310476;Aluno_Tech_2188;Premium;70040010;99,90
TX-51057;27/09/2024;868.889.178-86;Aluno_Tech_2034;Básico;69010000;49,90
TX-51058;2024-10-06;285.031.723-30;Aluno_Tech_1500;Anual;04538133;899,00
TX-51059;16/03/2024;142.241.098-67;Aluno_Tech_624;Premium;20031050;99,90
TX-51060;10/12/2024;930.746.452-96;Aluno_Tech_1292;Básico;30140071;49,90
TX-51061;20/11/2024;72768297585;Aluno_Tech_1571;Básico;30140071;49,90
TX-51062;2024-06-13;15566847382;Aluno_Tech_1745;Básico;80010010;49,90
TX-51063;12/06/2024;44974394614;Aluno_Tech_2176;Premium;50010000;99,90
TX-51064;24/08/2024;730.099.284-67;Aluno_Tech_2470;Premium;90010150;99,90
TX-51065;2024-10-20;903.923.555-40;Aluno_Tech_1339;Básico;90010150;49,90
TX-51066;16/09/2024;21147165629;Aluno_Tech_1608;Básico;60060440;49,90
TX-51067;24/02/2024;303.161.799-14;Aluno_Tech_324;Básico;50010000;49,90
TX-51068;24/08/2024;412.301.604-93;Aluno_Tech_2397;Básico;04538133;49,90
TX-51069;26/08/2024;28506762502;Aluno_Tech_1028;Premium;80010010;99,90
TX-51070;2024-02-18;972.833.912-74;Aluno_Tech_2019;Básico;69010000;49,90
TX-51071;25/02/2024;774.867.595-35;Aluno_Tech_2661;Básico;70040010;49,90
TX-51072;2024-12-09;756.467.263-36;Aluno_Tech_2508;Básico;90010150;49,90
TX-51073;05/05/2024;286.461.209-70;Aluno_Tech_2469;Premium;30140071;99,90
TX-51074;2024-03-17;981.388.158-50;Aluno_Tech_1775;Básico;80010010;49,90
TX-51075;29/02/2024;744.956.213-86;Aluno_Tech_492;Básico;90010150;49,90
TX-51076;2024-07-08;507.665.344-13;Aluno_Tech_2381;Básico;01001000;49,90
TX-51077;2024-06-01;49029502606;Aluno_Tech_1848;Anual;70040010;899,00
TX-51078;29/11/2024;334.864.970-65;Aluno_Tech_2681;Premium;;99,90
TX-51079;23/06/2024;271.175.957-10;Aluno_Tech_1685;Básico;50010000;49,90
TX-51080;02/12/2024;873.397.855-74;Aluno_Tech_1210;Premium;20031050;99,90
TX-51081;25/04/2024;067.240.049-93;Aluno_Tech_223;Premium;50010000;99,90
TX-51082;2024-12-30;053.789.318-00;Aluno_Tech_2094;Premium;60060440;99,90
TX-51083;2024-12-11;391.381.074-90;Aluno_Tech_2770;Premium;04538133;99,90
TX-51084;05/11/2024;935.387.584-68;Aluno_Tech_396;Premium;04538133;99,90
TX-51085;05/10/2024;427.674.831-30;Aluno_Tech_2665;Anual;20031050;899,00
TX-51086;01/01/2024;359.520.561-80;Aluno_Tech_2075;Básico;50010000;49,90
TX-51087;08/05/2024;47223989840;Aluno_Tech_1659;Básico;60060440;49,90
TX-51088;22/09/2024;87758030467;Aluno_Tech_887;Básico;69010000;49,90
TX-51089;2024-08-22;59967069201;Aluno_Tech_2525;Premium;80010010;99,90
TX-51090;22/09/2024;051.102.125-97;Aluno_Tech_2396;Básico;01001000;49,90
TX-51091;03/01/2024;298.120.995-73;Aluno_Tech_1258;Premium;20031050;99,90
TX-51092;16/08/2024;992.707.955-94;Aluno_Tech_1533;Básico;80010010;49,90
TX-51093;08/04/2024;39979849134;Aluno_Tech_2631;Anual;70040010;899,00
TX-51094;28/08/2024;157.173.203-96;Aluno_Tech_673;Premium;60060440;99,90
TX-51095;28/07/2024;150.666.267-60;Aluno_Tech_1691;Premium;69010000;99,90
TX-51096;2024-08-23;428.860.505-98;Aluno_Tech_1812;Básico;90010150;49,90
TX-51097;2024-10-05;474.764.845-33;Aluno_Tech_2272;Anual;04538133;899,00
TX-51098;2024-06-06;535.821.072-56;Aluno_Tech_2404;Premium;20031050;99,90
TX-51099;28/04/2024;82325539873;Aluno_Tech_1905;Premium;80010010;99,90
TX-51100;2024-09-01;74018272715;Aluno_Tech_1327;Premium;;99,90
TX-51101;2024-12-06;746.706.751-84;Aluno_Tech_2412;Básico;30140071;49,90
TX-51102;2024-03-25;715.182.037-28;Aluno_Tech_155;Premium;20031050;99,90
TX-51103;05/08/2024;958.498.254-01;Aluno_Tech_303;Anual;04538133;899,00
TX-51104;08/06/2024;731.261.685-23;Aluno_Tech_2048;Premium;;99,90
TX-51105;2024-12-25;20643611037;Aluno_Tech_311;Básico;30140071;49,90
TX-51106;2024-01-08;458.583.563-62;Aluno_Tech_2997;Básico;20031050;49,90
TX-51107;04/08/2024;92519254610;Aluno_Tech_158;Premium;;99,90
TX-51108;20/11/2024;06373118096;Aluno_Tech_2149;Premium;04538133;99,90
TX-51109;2024-12-23;81958837377;Aluno_Tech_686;Básico;50010000;49,90
TX-51110;07/12/2024;073.305.597-41;Aluno_Tech_1567;Premium;80010010;99,90
TX-51111;2024-07-28;32003791701;Aluno_Tech_51;Premium;50010000;99,90
TX-51112;18/10/2024;051.956.756-00;Aluno_Tech_2777;Anual;70040010;899,00
TX-51113;15/04/2024;177.512.395-22;Aluno_Tech_2422;Básico;04538133;49,90
TX-51114;25/05/2024;17026344420;Aluno_Tech_2537;Premium;50010000;99,90
TX-51115;05/06/2024;673.499.601-82;Aluno_Tech_1406;Básico;90010150;49,90
TX-51116;2024-11-14;585.988.310-26;Aluno_Tech_1011;Básico;50010000;49,90
TX-51117;2024-01-11;272.812.916-98;Aluno_Tech_2451;Premium;80010010;99,90
TX-51118;2024-04-29;76362814495;Aluno_Tech_2319;Básico;;49,90
TX-51119;2024-03-04;63105052461;Aluno_Tech_2236;Básico;20031050;49,90
TX-51120;2024-01-20;797.296.590-01;Aluno_Tech_420;Básico;80010010;49,90
TX-51121;24/11/2024;795.453.817-60;Aluno_Tech_628;Premium;69010000;99,90
TX-51122;2024-02-15;712.966.667-60;Aluno_Tech_403;Básico;;49,90
TX-51123;2024-02-24;314.546.157-53;Aluno_Tech_2716;Básico;80010010;49,90
TX-51124;2024-10-06;865.240.622-72;Aluno_Tech_2269;Básico;01001000;49,90
TX-51125;24/12/2024;897.211.708-01;Aluno_Tech_1958;Anual;80010010;899,00
TX-51126;06/12/2024;458.130.889-54;Aluno_Tech_2260;Premium;30140071;99,90
TX-51127;23/03/2024;639.609.626-90;Aluno_Tech_1124;Básico;60060440;49,90
TX-51128;2024-12-31;22622777701;Aluno_Tech_2623;Básico;70040010;49,90
TX-51129;29/10/2024;545.122.444-76;Aluno_Tech_2648;Premium;90010150;99,90
TX-51130;13/07/2024;02000534775;Aluno_Tech_1045;Básico;04538133;49,90
TX-51131;2024-02-16;504.102.767-66;Aluno_Tech_656;Anual;04538133;899,00
TX-51132;11/04/2024;361.332.541-14;Aluno_Tech_889;Premium;04538133;99,90
TX-51133;2024-02-23;660.598.678-47;Aluno_Tech_1886;Básico;04538133;49,90
TX-51134;2024-05-01;050.641.383-77;Aluno_Tech_335;Anual;30140071;899,00
TX-51135;2024-06-11;79789124856;Aluno_Tech_2297;Anual;20031050;899,00
TX-51136;2024-06-22;148.465.648-27;Aluno_Tech_47;Básico;04538133;49,90
TX-51137;06/11/2024;739.221.983-92;Aluno_Tech_2954;Anual;90010150;899,00
TX-51138;2024-04-23;444.772.508-86;Aluno_Tech_2803;Básico;90010150;49,90
TX-51139;28/07/2024;705.841.680-04;Aluno_Tech_2639;Premium;20031050;99,90
TX-51140;03/10/2024;992.107.522-52;Aluno_Tech_561;Premium;30140071;99,90
TX-51141;13/02/2024;284.511.544-09;Aluno_Tech_181;Básico;70040010;49,90
TX-51142;04/03/2024;989.596.546-04;Aluno_Tech_2173;Premium;50010000;99,90
TX-51143;04/05/2024;831.244.129-82;Aluno_Tech_2463;Básico;50010000;49,90
TX-51144;16/05/2024;747.677.537-67;Aluno_Tech_1674;Básico;20031050;49,90
TX-51145;15/02/2024;61317127439;Aluno_Tech_96;Básico;69010000;49,90
TX-51146;01/07/2024;28442347127;Aluno_Tech_2619;Básico;60060440;49,90
TX-51147;2024-05-14;497.459.793-09;Aluno_Tech_2630;Premium;20031050;99,90
TX-51148;08/04/2024;276.246.719-56;Aluno_Tech_757;Premium;69010000;99,90
